Unnamed: 0,year,input_string,sale_date,address,postal_code,ppr_county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description,date,formatted_address,accuracy,latitude,longitude,postcode,type,geo_county,electoral_district,electoral_district_id,region,small_area
203005,2017.0,"22 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2,Dublin,Ireland",07/02/2017,"22 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",Dublin 2,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-07,"Unit 1, Harcourt Green Charlemont St, Saint Kevin's, Dublin, Ireland",ROOFTOP,53.3312758,-6.2609679,,"establishment,food,grocery_or_supermarket,point_of_interest,store",Dublin City,St. Kevin's,02146,Dublin,268142023
203006,2017.0,"22 HARDIMAN ROAD, DRUMCONDRA, DUBLIN 9,Dublin,Ireland",06/03/2017,"22 HARDIMAN ROAD, DRUMCONDRA, DUBLIN 9",,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-06,"22 Hardiman Rd, Drumcondra, Dublin 9, D09 NY51, Ireland",ROOFTOP,53.3740251,-6.2592738,D09 NY51,street_address,Dublin City,Drumcondra South C,02049,Dublin,268060007
203022,2017.0,"22 LIMEKILN DR, DUBLIN 12, DUBLIN,Dublin,Ireland",02/05/2017,"22 LIMEKILN DR, DUBLIN 12, DUBLIN",Dublin 12,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-02,"22 Limekiln Dr, Whitehall, Dublin 12, D12 DX26, Ireland",ROOFTOP,53.3053649,-6.323841,D12 DX26,street_address,South Dublin,Templeogue-Limekiln,03043,Dublin,267151007
203026,2017.0,"22 MARIAN PARK, NEWTOWNPARK AVE, BLACKROCK,Dublin,Ireland",02/02/2017,"22 MARIAN PARK, NEWTOWNPARK AVE, BLACKROCK",,Dublin,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2017-02-02,"Marion Park, Newtownpark Ave, Newtown Castlebyrn, Blackrock, Co. Dublin, Ireland",ROOFTOP,53.2882753,-6.1750495,,premise,Dn Laoghaire-Rathdown,Blackrock-Newpark,05013,Dublin,267023006
203027,2017.0,"22 MARIAN RD, RATHFARNHAM, DUBLIN 14,Dublin,Ireland",08/03/2017,"22 MARIAN RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-08,"22 Marian Rd, Rathfarnham, Dublin 14, D14 W260, Ireland",ROOFTOP,53.294046,-6.2974926,D14 W260,street_address,South Dublin,Rathfarnham-Ballyroan,03022,Dublin,267113009
203028,2017.0,"22 MARINO CRESCENT, DUBLIN 3, DUBLIN,Dublin,Ireland",11/04/2017,"22 MARINO CRESCENT, DUBLIN 3, DUBLIN",Dublin 3,Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-11,"22 Marino Cres, Clontarf West, Dublin 3, D03 R968, Ireland",ROOFTOP,53.365381,-6.2273683,D03 R968,street_address,Dublin City,Clontarf West C,02044,Dublin,268048009
203035,2017.0,"22 MOUNT SYMON LAWN, CLONSILLA, DUBLIN 15,Dublin,Ireland",07/02/2017,"22 MOUNT SYMON LAWN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-07,"22 Mount Symon Lawn, Clonsilla, Dublin 15, D15 T3K4, Ireland",ROOFTOP,53.3875822,-6.4189982,D15 T3K4,street_address,Fingal,Blanchardstown-Blakestown,04009,Dublin,267028089
203037,2017.0,"22 MOYNE RD, RANELAGH, DUBLIN 6,Dublin,Ireland",07/02/2017,"22 MOYNE RD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,950000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-07,"22 Moyne Rd, Dublin, Ireland",RANGE_INTERPOLATED,53.3205924,-6.2556343,,street_address,Dublin City,Rathmines East C,02136,Dublin,268130005
203044,2017.0,"22 NUTLEY PARK, DONNYBROOK, DUBLIN 4,Dublin,Ireland",06/02/2017,"22 NUTLEY PARK, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,1900000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-06,"22 Nutley Park, Dublin 4, D04 K4C2, Ireland",ROOFTOP,53.312184,-6.2189928,D04 K4C2,street_address,Dublin City,Pembroke East D,02128,Dublin,268113011
203050,2017.0,"22 PARK AVENUE, MILLERS GLEN, SWORDS,Dublin,Ireland",11/04/2017,"22 PARK AVENUE, MILLERS GLEN, SWORDS",,Dublin,275329.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-04-11,"Longview Ave, Oldtown, Co. Dublin, Ireland",GEOMETRIC_CENTER,53.4739449,-6.2397822,,"establishment,point_of_interest",Fingal,Swords-Lissenhall,04038,Dublin,267133026
203051,2017.0,"22 PARK BOULEVARD, TYRRELSTOWN, DUBLIN 15,Dublin,Ireland",03/04/2017,"22 PARK BOULEVARD, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,171000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-03,"22 Park Blvd, Tyrrelstown, Dublin 15, D15 EY60, Ireland",ROOFTOP,53.4191395,-6.3865741,D15 EY60,street_address,Fingal,The Ward,04041,Dublin,267158007
203055,2017.0,"22 PLUNKETT DR, FINGLAS WEST, DUBLIN 11,Dublin,Ireland",04/04/2017,"22 PLUNKETT DR, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,176500.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-04,"22 Plunkett Dr, Finglas West, Dublin 11, D11 Y7N0, Ireland",ROOFTOP,53.397327,-6.3122513,D11 Y7N0,street_address,Dublin City,Finglas North A,02051,Dublin,268063003
203057,2017.0,"22 Parkside Avenue, Parkside, Dublin 13,Dublin,Ireland",08/02/2017,"22 Parkside Avenue, Parkside, Dublin 13",Dublin 13,Dublin,320000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-02-08,"13 Parkside Mews, Balgriffin, Dublin, Ireland",ROOFTOP,53.4063878,-6.1662688,,"establishment,point_of_interest",Dublin City,Grange A,02059,Dublin,268071024
203074,2017.0,"22 SHANLISS DR, SANTRY, DUBLIN 9,Dublin,Ireland",03/03/2017,"22 SHANLISS DR, SANTRY, DUBLIN 9",Dublin 9,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-03,"22 Shanliss Dr, Whitehall, Dublin 9, D09 FN27, Ireland",ROOFTOP,53.391963,-6.2521345,D09 FN27,street_address,Dublin City,Whitehall C,02092,Dublin,268159009
203079,2017.0,"22 SPENCER STREET, NORTH STRAND, DUBLIN 3,Dublin,Ireland",04/04/2017,"22 SPENCER STREET, NORTH STRAND, DUBLIN 3",,Dublin,222000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-04,"22 Spencer St N, North Strand, Dublin 3, D03 KV25, Ireland",ROOFTOP,53.3579415,-6.2386455,D03 KV25,street_address,Dublin City,North Dock A,02076,Dublin,268107002
203094,2017.0,"22 THE GOULDING, SANTRY CROSS, SANTRY AVEIUE,Dublin,Ireland",06/06/2017,"22 THE GOULDING, SANTRY CROSS, SANTRY AVEIUE",Dublin 9,Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-06-06,"Ballymun, Dublin, Co. Dublin, Ireland",GEOMETRIC_CENTER,53.40056,-6.2634676,,"establishment,lodging,point_of_interest",Dublin City,Ballymun C,02017,Dublin,268017023
203098,2017.0,"22 THE ORCHARD, KILLESTER DUBLIN 5, DUBLIN,Dublin,Ireland",02/02/2017,"22 THE ORCHARD, KILLESTER DUBLIN 5, DUBLIN",Dublin 5,Dublin,421000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-02,"22 The Orchard, Clontarf West, Dublin, Ireland",ROOFTOP,53.3752794,-6.2045468,,street_address,Dublin City,Clontarf West A,02042,Dublin,268046005
203101,2017.0,"22 TRIMBLESTON, GOATSTOWN RD, DUBLIN,Dublin,Ireland",07/04/2017,"22 TRIMBLESTON, GOATSTOWN RD, DUBLIN",Dublin 14,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-07,"Trimbleston, Goatstown Rd, Friarland, Dublin 14, Ireland",ROOFTOP,53.2983908,-6.2315228,,premise,Dn Laoghaire-Rathdown,Clonskeagh-Roebuck,05030,Dublin,267058010
203102,2017.0,"22 The Avenue, Robswall  Malahide,Dublin,Ireland",12/01/2017,"22 The Avenue, Robswall  Malahide",,Dublin,361233.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-01-12,,,,,,,,,,,
203107,2017.0,"22 WESTEND VILLAGE, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15,Dublin,Ireland",07/02/2017,"22 WESTEND VILLAGE, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,184000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-07,"Westend Village, Snugborough Rd, Blanchardstown, Dublin 15, Ireland",ROOFTOP,53.3886042,-6.3906675,,premise,Fingal,Blanchardstown-Coolmine,04010,Dublin,267029029
203109,2017.0,"22 WHITETHORN CRESCENT, PALMERSTOWN, DUBLIN 20,Dublin,Ireland",03/05/2017,"22 WHITETHORN CRESCENT, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-03,"22 Whitethorn Cres, Ballyfermot Upper, Dublin 22, D22 Y2C4, Ireland",ROOFTOP,53.3459107,-6.382515,D22 Y2C4,street_address,South Dublin,Clondalkin-Moorfield,03008,Dublin,267051014/01
203115,2017.0,"22 Windmill Close, Rathcoole, County Dublin,Dublin,Ireland",01/03/2017,"22 Windmill Close, Rathcoole, County Dublin",,Dublin,286344.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-03-01,"3 Main St, Clondalkin, Dublin 22, Co. Dublin, Ireland",ROOFTOP,53.3210325,-6.3936892,,"establishment,point_of_interest,real_estate_agency",South Dublin,Clondalkin-Monastery,03007,Dublin,267050005
203117,2017.0,"220 SWORDS RD, SANTRY, DUBLIN,Dublin,Ireland",06/02/2017,"220 SWORDS RD, SANTRY, DUBLIN",Dublin 9,Dublin,358000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-06,"220 Swords Rd, Whitehall, Dublin 9, D09 T048, Ireland",ROOFTOP,53.3880294,-6.2442937,D09 T048,street_address,Dublin City,Whitehall C,02092,Dublin,268159002
203128,2017.0,"223 HAMPTON LODGE, GRACE PARK RD, DUBLIN 9,Dublin,Ireland",04/04/2017,"223 HAMPTON LODGE, GRACE PARK RD, DUBLIN 9",Dublin 9,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-04,"Grace Park Rd, Whitehall, Dublin 9, Ireland",GEOMETRIC_CENTER,53.3760331,-6.2448122,,"establishment,point_of_interest",Dublin City,Whitehall D,02093,Dublin,268160003
203135,2017.0,"226 CUSTOM HOUSE HARBOUR, IFSC, DUBLIN 1,Dublin,Ireland",02/03/2017,"226 CUSTOM HOUSE HARBOUR, IFSC, DUBLIN 1",Dublin 1,Dublin,393000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-02,"3 Harbourmaster Pl, North Dock, Dublin, Ireland",ROOFTOP,53.3511989,-6.2478815,,"establishment,natural_feature,point_of_interest",Dublin City,North Dock C,02078,Dublin,268109017
203136,2017.0,"226 GRACEPARK MANOR, GRACE PARK RD, DRUMCONDRA DUBLIN 9,Dublin,Ireland",02/03/2017,"226 GRACEPARK MANOR, GRACE PARK RD, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-02,"Grace Park Hall, Grace Park Rd, Drumcondra, Dublin 9, Ireland",ROOFTOP,53.3760191,-6.2419319,,premise,Dublin City,Grace Park,02058,Dublin,268070015
203137,2017.0,"226 PARKLANDS, NORTHWOOD, SANTRY DUBLIN 9,Dublin,Ireland",10/05/2017,"226 PARKLANDS, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-10,"Northwood Ave, North Wood, Santry, Co. Dublin, Ireland",GEOMETRIC_CENTER,53.4067216,-6.2505445,,"establishment,point_of_interest",Fingal,Airport,04001,Dublin,267001005
203141,2017.0,"227 OLCOVAR, DUBLIN RD, SHANKILL,Dublin,Ireland",06/04/2017,"227 OLCOVAR, DUBLIN RD, SHANKILL",Dublin 18,Dublin,216000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-06,"Olcovar, Dublin Rd, Shankill, Dublin 18, Ireland",ROOFTOP,53.2270969,-6.1264758,,premise,Dn Laoghaire-Rathdown,Shankill-Rathmichael,05060,Dublin,267120011
203145,2017.0,"22A CHALFONT RD, MALAHIDE, DUBLIN,Dublin,Ireland",02/02/2017,"22A CHALFONT RD, MALAHIDE, DUBLIN",,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-02,"22A Chalfont Rd, Malahide Demesne, Malahide, Co. Dublin, K36 KH26, Ireland",ROOFTOP,53.4516114,-6.1649665,K36 KH26,street_address,Fingal,Malahide West,04030,Dublin,267106009
203148,2017.0,"23 ACHILL HOUSE, MAYOR ST LOWER, I F S C DUBLIN 1,Dublin,Ireland",12/05/2017,"23 ACHILL HOUSE, MAYOR ST LOWER, I F S C DUBLIN 1",Dublin 1,Dublin,237000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-12,,,,,,,,,,,
203149,2017.0,"23 ALPINE RISE, TALLAGHT, DUBLIN 24,Dublin,Ireland",05/05/2017,"23 ALPINE RISE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,235000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2017-05-05,"23 Alpine Rise, Belgard, Dublin 24, D24 T3H1, Ireland",ROOFTOP,53.2971353,-6.3859416,D24 T3H1,street_address,South Dublin,Tallaght-Belgard,03029,Dublin,267137006
203150,2017.0,"23 ARANLEIGH MOUNT, RATHFARNHAM, DUBLIN 14,Dublin,Ireland",07/03/2017,"23 ARANLEIGH MOUNT, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-07,"23 Aranleigh Mount, Rathfarnham, Dublin 14, D14 N2E7, Ireland",ROOFTOP,53.2897566,-6.2795033,D14 N2E7,street_address,South Dublin,Rathfarnham-Hermitage,03024,Dublin,267115005
203159,2017.0,"23 Ashfield Avenue, Forrest Road, Ridgewood,Dublin,Ireland",12/04/2017,"23 Ashfield Avenue, Forrest Road, Ridgewood",,Dublin,285450.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-04-12,,,,,,,,,,,
203162,2017.0,"23 BALLYGALL CRESENT, FINGLAS EAST, DUBLIN 11,Dublin,Ireland",10/01/2017,"23 BALLYGALL CRESENT, FINGLAS EAST, DUBLIN 11",,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-01-10,"23 Ballygall Cres, Finglas East, Dublin 11, D11 KD6Y, Ireland",ROOFTOP,53.3843011,-6.2890401,D11 KD6Y,street_address,Dublin City,Ballygall A,02011,Dublin,268012005
203175,2017.0,"23 CARDY ROCK AVE, BALBRIGGAN, DUBLIN,Dublin,Ireland",01/03/2017,"23 CARDY ROCK AVE, BALBRIGGAN, DUBLIN",,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-01,"23 Cardy Rock Ave, Tankardstown, Balbriggan, Co. Dublin, K32 V602, Ireland",ROOFTOP,53.6186486,-6.1919721,K32 V602,street_address,Fingal,Balbriggan Rural,04002,Dublin,267002044
203177,2017.0,"23 CASTLEKNOCK GLADE, CASTLEKNOCK, DUBLIN 15,Dublin,Ireland",10/05/2017,"23 CASTLEKNOCK GLADE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,417500.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-10,"23 Castleknock Glade, Blanchardstown, Dublin 15, D15 PV40, Ireland",ROOFTOP,53.3777814,-6.3694045,D15 PV40,street_address,Fingal,Castleknock-Knockmaroon,04016,Dublin,267040007
203178,2017.0,"23 CASTLELAND PARK PLACE, BALBRIGGAN,Dublin,Ireland",06/03/2017,"23 CASTLELAND PARK PLACE, BALBRIGGAN",,Dublin,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-03-06,"23 Castleland Park View, Kilsough North, Balbriggan, Co. Dublin, K32 E199, Ireland",ROOFTOP,53.5995906,-6.1756064,K32 E199,street_address,Fingal,Balbriggan Rural,04002,Dublin,267002043
203180,2017.0,"23 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22,Dublin,Ireland",09/02/2017,"23 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,228000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-09,"23 Cherrywood Ave, Fairview, Dublin 22, D22 RR76, Ireland",ROOFTOP,53.3215342,-6.4052451,D22 RR76,street_address,South Dublin,Clondalkin Village,03010,Dublin,267053031
203185,2017.0,"23 CHURCHVIEW, DRUMCONDRA, DUBLIN 9,Dublin,Ireland",04/05/2017,"23 CHURCHVIEW, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,102502.43,Yes,No,Second-Hand Dwelling house /Apartment,,2017-05-04,"23 Church Ave, Grace Park Rd, Drumcondra, Dublin 9, D09 K8N0, Ireland",ROOFTOP,53.3709565,-6.2520113,D09 K8N0,street_address,Dublin City,Drumcondra South A,02047,Dublin,268058007
203190,2017.0,"23 COLLEGE ST, BALDOYLE, DUBLIN 13,Dublin,Ireland",03/03/2017,"23 COLLEGE ST, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-03,"23 College St, Baldoyle, Dublin 13, D13 A3E6, Ireland",ROOFTOP,53.3971267,-6.128646,D13 A3E6,street_address,Fingal,Baldoyle,04004,Dublin,267004025
203192,2017.0,"23 CROSS GUNS QUAY, PHIBSBORO, DUBLIN 7,Dublin,Ireland",09/02/2017,"23 CROSS GUNS QUAY, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-09,"Apartment 72, Cross Guns Quay, Phibsborough Rd, Phibsborough, Dublin 7, Ireland",ROOFTOP,53.3644671,-6.2732142,,premise,Dublin City,Cabra East A,02030,Dublin,268030009
203201,2017.0,"23 Dodderbrook Park, Oldcourt Road, Ballycullen,Dublin,Ireland",06/01/2017,"23 Dodderbrook Park, Oldcourt Road, Ballycullen",,Dublin,390000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2017-01-06,"Oldcourt Rd, Oldcourt, Dublin, Ireland",GEOMETRIC_CENTER,53.2700459,-6.3415907,,"establishment,general_contractor,point_of_interest",South Dublin,Firhouse Village,03014,Dublin,267084004
203202,2017.0,"23 EDENMORE GROVE, RAHENY, DUBLIN 5,Dublin,Ireland",08/06/2017,"23 EDENMORE GROVE, RAHENY, DUBLIN 5",Dublin 5,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-06-08,"23 Edenmore Grove, Edenmore, Dublin 5, D05 F254, Ireland",ROOFTOP,53.3859809,-6.1830631,D05 F254,street_address,Dublin City,Edenmore,02050,Dublin,268062009
203208,2017.0,"23 FINSBURY GREEN, CHURCHTOWN, DUBLIN 14,Dublin,Ireland",10/02/2017,"23 FINSBURY GREEN, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-10,"23 Finsbury Green, Churchtown Upper, Dublin 14, D14 P582, Ireland",ROOFTOP,53.2937195,-6.2533171,D14 P582,street_address,Dn Laoghaire-Rathdown,Dundrum-Sweetmount,05040,Dublin,267081002
203211,2017.0,"23 FURRY PARK COURT, DUBLIN 5, DUBLIN,Dublin,Ireland",06/03/2017,"23 FURRY PARK COURT, DUBLIN 5, DUBLIN",Dublin 5,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-06,"23 Furry Park Ct, Clontarf East, Dublin 5, D05 PR53, Ireland",ROOFTOP,53.3731499,-6.198659,D05 PR53,street_address,Dublin City,Clontarf East E,02041,Dublin,268045002
203216,2017.0,"23 GLASNEVIN PARK, DUBLIN 11, DUBLIN,Dublin,Ireland",08/03/2017,"23 GLASNEVIN PARK, DUBLIN 11, DUBLIN",Dublin 11,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-08,"23 Glasnevin Park, Ballygall, Dublin 11, D11 P9C7, Ireland",ROOFTOP,53.3884603,-6.2731467,D11 P9C7,street_address,Dublin City,Ballygall C,02013,Dublin,268011003
203226,2017.0,"23 HIBERNIA, DE VESCI COURT APTS., THE SLOPES,Dublin,Ireland",10/03/2017,"23 HIBERNIA, DE VESCI COURT APTS., THE SLOPES",,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-10,,,,,,,,,,,
203232,2017.0,"23 KINCORA DR, CLONTARF, DUBLIN 3,Dublin,Ireland",11/04/2017,"23 KINCORA DR, CLONTARF, DUBLIN 3",Dublin 3,Dublin,700000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-11,"23 Kincora Dr, Clontarf East, Dublin 3, D03 F290, Ireland",ROOFTOP,53.3646581,-6.2099159,D03 F290,street_address,Dublin City,Clontarf East D,02040,Dublin,268044005
203236,2017.0,"23 LARKSPUR HALL, LEVMOSS PARK, LEOPARDSTOWN DUBLIN 18,Dublin,Ireland",09/06/2017,"23 LARKSPUR HALL, LEVMOSS PARK, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-06-09,"Apartment 34, Larkspur Hall, Levmoss Park, The Gallops, Dublin 18, Ireland",ROOFTOP,53.2636894,-6.1978649,,premise,Dn Laoghaire-Rathdown,Glencullen,05057,Dublin,267092053
203241,2017.0,"23 LONGS PLACE, DUBLIN 8, DUBLIN,Dublin,Ireland",03/03/2017,"23 LONGS PLACE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-03,"23 Long's Pl, Ushers, Dublin, Ireland",RANGE_INTERPOLATED,53.3396013,-6.2882938,,street_address,Dublin City,Ushers C,02154,Dublin,268150005
203247,2017.0,"23 MAIESTON, SANTRY CROSS, BALLYMUN DUBLIN 11,Dublin,Ireland",04/05/2017,"23 MAIESTON, SANTRY CROSS, BALLYMUN DUBLIN 11",Dublin 11,Dublin,156000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-04,,,,,,,,,,,
203253,2017.0,"23 MEASC CRESENT, ARTANE, DUBLIN 5,Dublin,Ireland",10/05/2017,"23 MEASC CRESENT, ARTANE, DUBLIN 5",Dublin 5,Dublin,298500.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-10,,,,,,,,,,,
203255,2017.0,"23 MILLMOUNT GROVE, DUNDRUM RD, DUBLIN 16,Dublin,Ireland",12/04/2017,"23 MILLMOUNT GROVE, DUNDRUM RD, DUBLIN 16",Dublin 14,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-12,"Millmount Terrace, Dundrum Rd, Windy Arbour, Dublin 14, Ireland",ROOFTOP,53.3042595,-6.2457741,,premise,Dn Laoghaire-Rathdown,Clonskeagh-Farranboley,05028,Dublin,267057003
203256,2017.0,"23 MOLAND HOUSE 10A TALBOT ST, DUBLIN 1, DUBLIN,Dublin,Ireland",04/02/2017,"23 MOLAND HOUSE 10A TALBOT ST, DUBLIN 1, DUBLIN",Dublin 1,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-04,"Moland House, Talbot St, North City, Dublin 1, Ireland",ROOFTOP,53.3506044,-6.2560913,,premise,Dublin City,North City,02075,Dublin,268106019
203257,2017.0,"23 MONALEA PARK, FIRHOUSE, DUBLIN 24,Dublin,Ireland",10/04/2017,"23 MONALEA PARK, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,358000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-10,"23 Monalea Park, Knocklyon, Dublin 24, D24 P5Y4, Ireland",ROOFTOP,53.2843768,-6.3317498,D24 P5Y4,street_address,South Dublin,Firhouse Village,03014,Dublin,267084035
203262,2017.0,"23 MOYLARAGH GARDENS, BALBRIGGAN, DUBLIN,Dublin,Ireland",07/03/2017,"23 MOYLARAGH GARDENS, BALBRIGGAN, DUBLIN",,Dublin,163000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-07,"23 Moylaragh Gardens, Clogheder, Balbriggan, Co. Dublin, K32 PN72, Ireland",ROOFTOP,53.6096351,-6.20375,K32 PN72,street_address,Fingal,Balbriggan Rural,04002,Dublin,267002022
203268,2017.0,"23 OAKLANDS DR, RATHGAR, DUBLIN 6,Dublin,Ireland",04/01/2017,"23 OAKLANDS DR, RATHGAR, DUBLIN 6",Dublin 6,Dublin,915000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-01-04,"23 Oaklands Dr, Rathfarnham, Dublin 6, D06 K2X9, Ireland",ROOFTOP,53.3115229,-6.2679445,D06 K2X9,street_address,Dublin City,Rathfarnham,02133,Dublin,268127012
203274,2017.0,"23 PINE VALLEY PARK, GRANGE RD, RATHFARNHAM DUBLIN 16,Dublin,Ireland",02/05/2017,"23 PINE VALLEY PARK, GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-02,"Pine Valley, Grange Rd, Rathfarnham, Dublin 16, Ireland",ROOFTOP,53.2724453,-6.2626977,,premise,Dn Laoghaire-Rathdown,Ballinteer-Woodpark,05006,Dublin,267007012
203284,2017.0,"23 RUTLAND COTTAGES, SUMMERHILL, DUBLIN 1,Dublin,Ireland",05/05/2017,"23 RUTLAND COTTAGES, SUMMERHILL, DUBLIN 1",Dublin 1,Dublin,84345.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-05,,,,,,,,,,,
203293,2017.0,"23 ST MARGARETS RD, MALAHIDE, DUBLIN,Dublin,Ireland",11/05/2017,"23 ST MARGARETS RD, MALAHIDE, DUBLIN",,Dublin,1519508.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-11,"23 St Margaret's Rd, Malahide, Co. Dublin, Ireland",RANGE_INTERPOLATED,53.4483393,-6.1559431,,street_address,Fingal,Malahide East,04029,Dublin,267105001
203300,2017.0,"23 THE ATRIUM, FOLEY ST, DUBLIN 1,Dublin,Ireland",12/01/2017,"23 THE ATRIUM, FOLEY ST, DUBLIN 1",Dublin 1,Dublin,256000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-01-12,,,,,,,,,,,
203302,2017.0,"23 THE BAILY, CUSTOM HOUSE HARBOUR, BAILY DUBLIN 1,Dublin,Ireland",10/03/2017,"23 THE BAILY, CUSTOM HOUSE HARBOUR, BAILY DUBLIN 1",Dublin 1,Dublin,316000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-10,"3 Harbourmaster Pl, North Dock, Dublin, Ireland",ROOFTOP,53.3511989,-6.2478815,,"establishment,natural_feature,point_of_interest",Dublin City,North Dock C,02078,Dublin,268109017
